Head,Relation,Tail,Title,Article,Paragraph_Coreferenced,Sentence_Coreferenced,Article_Content
auditor,field of this occupation,audit,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access,"union financing paid to recipients outside union institutions shall be subject to the agreement in writing by recipients outside union institutions or, failing agreement on recipients outside union institutions part, by contractors or subcontractors, to an audit by the court of auditors into the use made of the financing granted.","union financing paid to recipients outside union institutions shall be subject to the agreement in writing by recipients outside union institutions or, failing agreement on recipients outside union institutions part, by contractors or subcontractors, to an audit by the court of auditors into the use made of the financing granted","Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
contractor,has part,subcontractor,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access,"union financing paid to recipients outside union institutions shall be subject to the agreement in writing by recipients outside union institutions or, failing agreement on recipients outside union institutions part, by contractors or subcontractors, to an audit by the court of auditors into the use made of the financing granted.","union financing paid to recipients outside union institutions shall be subject to the agreement in writing by recipients outside union institutions or, failing agreement on recipients outside union institutions part, by contractors or subcontractors, to an audit by the court of auditors into the use made of the financing granted","Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
lending,subclass of,borrow,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access,"the commission shall, at the request of the court of auditors, provide the commission with any information on borrowing and lending operations.","the commission shall, at the request of the court of auditors, provide the commission with any information on borrowing and lending operations","Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
lending,use,borrow,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access,"the commission shall, at the request of the court of auditors, provide the commission with any information on borrowing and lending operations.","the commission shall, at the request of the court of auditors, provide the commission with any information on borrowing and lending operations","Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
lending operation,subclass of,borrow,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access,"the commission shall, at the request of the court of auditors, provide the commission with any information on borrowing and lending operations.","the commission shall, at the request of the court of auditors, provide the commission with any information on borrowing and lending operations","Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
computer system,has part,support document,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access,"use of integrated computer systems shall not have the effect of reducing access by the court of auditors to supporting documents. whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the court of auditors in the audit own premises and in compliance with relevant security rules.",use of integrated computer systems shall not have the effect of reducing access by the court of auditors to supporting documents,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
electronic access,subclass of,document,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access,"use of integrated computer systems shall not have the effect of reducing access by the court of auditors to supporting documents. whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the court of auditors in the audit own premises and in compliance with relevant security rules.","whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the court of auditors in the audit own premises and in compliance with relevant security rules","Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
court auditor,subclass of,auditor,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access,"use of integrated computer systems shall not have the effect of reducing access by the court of auditors to supporting documents. whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the court of auditors in the audit own premises and in compliance with relevant security rules.","whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the court of auditors in the audit own premises and in compliance with relevant security rules","Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
union institution,part of,union,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,"the court of auditors shall transmit to the commission and the other union institutions concerned, by 30 june, any observations which are, in 30 june opinion, such that the commission and the other union institutions concerned should appear in 30 june annual report. any observations which are, in its opinion, such that they should appear in its annual report shall remain confidential and shall be subject to an adversarial procedure. each union institution shall address each union institution reply to the court of auditors by 15 october. the replies of union institutions other than the commission shall be sent to the commission at the same time.",the replies of union institutions other than the commission shall be sent to the commission at the same time,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
union,instance of,institution,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,"the court of auditors shall transmit to the commission and the other union institutions concerned, by 30 june, any observations which are, in 30 june opinion, such that the commission and the other union institutions concerned should appear in 30 june annual report. any observations which are, in its opinion, such that they should appear in its annual report shall remain confidential and shall be subject to an adversarial procedure. each union institution shall address each union institution reply to the court of auditors by 15 october. the replies of union institutions other than the commission shall be sent to the commission at the same time.",the replies of union institutions other than the commission shall be sent to the commission at the same time,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
annual report,main subject,financial management,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,its annual report shall contain an assessment of the soundness of financial management.,its annual report shall contain an assessment of the soundness of financial management,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
financial management,subclass of,soundness,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,its annual report shall contain an assessment of the soundness of financial management.,its annual report shall contain an assessment of the soundness of financial management,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
financial management,facet of,soundness,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,its annual report shall contain an assessment of the soundness of financial management.,its annual report shall contain an assessment of the soundness of financial management,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
annual report,main subject,union institution,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,its annual report shall contain a section for each union institution and for the common provisioning fund. the court of auditors may add any summary report or general observations which it sees fit to make.,its annual report shall contain a section for each union institution and for the common provisioning fund,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
report,subclass of,auditor,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,its annual report shall contain a section for each union institution and for the common provisioning fund. the court of auditors may add any summary report or general observations which it sees fit to make.,the court of auditors may add any summary report or general observations which it sees fit to make,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
summary report,subclass of,auditor,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,its annual report shall contain a section for each union institution and for the common provisioning fund. the court of auditors may add any summary report or general observations which it sees fit to make.,the court of auditors may add any summary report or general observations which it sees fit to make,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
official journal,publisher,european union,TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors,"the court of auditors shall transmit to the authorities responsible for giving discharge and to the other union institutions, by 15 november, it annual report accompanied by the replies of union institutions and shall ensure publication thereof in the official journal of the european union.","the court of auditors shall transmit to the authorities responsible for giving discharge and to the other union institutions, by 15 november, it annual report accompanied by the replies of union institutions and shall ensure publication thereof in the official journal of the european union","The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
