Head,Relation,Tail,Title,Article,Paragraph_Coreferenced,Sentence_Coreferenced,Article_Content
implementation report,facet of,budget,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports,the structure of the budget implementation reports shall be the same as that of the budget itself.,the structure of the budget implementation reports shall be the same as that of the budget itself,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
revenue estimate,facet of,revenue,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports,"the budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year.","the budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year","The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
precede financial year,followed by,financial year,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports,"the budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year.","the budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year","The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
revenue outturn,subclass of,revenue,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports,"the budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year.","the budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year","The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
revenue,part of,budget,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports,"as regards information on revenue, a statement shall be attached to the budget implementation report showing, for each member state, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. s e c t i o n 3 a n n u a l a c c o u n t s t i m e t a b l e","as regards information on revenue, a statement shall be attached to the budget implementation report showing, for each member state, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order","The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
budget,has part,revenue,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports,"as regards information on revenue, a statement shall be attached to the budget implementation report showing, for each member state, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. s e c t i o n 3 a n n u a l a c c o u n t s t i m e t a b l e","as regards information on revenue, a statement shall be attached to the budget implementation report showing, for each member state, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order","The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
3 n n u l c c o u n t s t m e t b l e,instance of,c,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports,"as regards information on revenue, a statement shall be attached to the budget implementation report showing, for each member state, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. s e c t i o n 3 a n n u a l a c c o u n t s t i m e t a b l e",s e c t i o n 3 a n n u a l a c c o u n t s t i m e t a b l e,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
3 n n u l c c o u n t s t m e t b l e,has part,c,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports,"as regards information on revenue, a statement shall be attached to the budget implementation report showing, for each member state, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. s e c t i o n 3 a n n u a l a c c o u n t s t i m e t a b l e",s e c t i o n 3 a n n u a l a c c o u n t s t i m e t a b l e,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
accounting officer,subclass of,auditor,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts,"the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial year, send the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial year provisional accounts to the accounting officer of the commission and to the court of auditors.","the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial year, send the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial year provisional accounts to the accounting officer of the commission and to the court of auditors","The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
auditor,subclass of,accounting officer,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts,"the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial year, send the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial year provisional accounts to the accounting officer of the commission and to the court of auditors.","the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial year, send the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial year provisional accounts to the accounting officer of the commission and to the court of auditors","The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
accounting officer,field of this occupation,accounting,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts,"the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial yearthe union institutions the commission and the bodies referred to in article 241 the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission, in the manner and format laid down by the latter.","the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial yearthe union institutions the commission and the bodies referred to in article 241 the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission, in the manner and format laid down by the latter","The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
accounting information,part of,accounting,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts,"the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial yearthe union institutions the commission and the bodies referred to in article 241 the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission, in the manner and format laid down by the latter.","the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial yearthe union institutions the commission and the bodies referred to in article 241 the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission, in the manner and format laid down by the latter","The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
accounting information,facet of,accounting,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts,"the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial yearthe union institutions the commission and the bodies referred to in article 241 the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission, in the manner and format laid down by the latter.","the accounting officers of the union institutions other than the commission and the bodies referred to in article 241 shall, by 1 march of the following financial yearthe union institutions the commission and the bodies referred to in article 241 the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission, in the manner and format laid down by the latter","The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
accounting,practiced by,auditor,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts,"the accounting officer of the commission the commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the commission and shall, by 31 march of the following financial year, send the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means.","the accounting officer of the commission the commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the commission and shall, by 31 march of the following financial year, send the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means","The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
union institution,part of,union,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the court of auditors shall, by 1 june, make the court of auditors observations on the provisional accounts of the union institutions other than the commission, and of each of the bodies referred to in article 241, and, by 15 june, make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union.","the court of auditors shall, by 1 june, make the court of auditors observations on the provisional accounts of the union institutions other than the commission, and of each of the bodies referred to in article 241, and, by 15 june, make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
provisional account,followed by,consolidated provisional account,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the court of auditors shall, by 1 june, make the court of auditors observations on the provisional accounts of the union institutions other than the commission, and of each of the bodies referred to in article 241, and, by 15 june, make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union.","the court of auditors shall, by 1 june, make the court of auditors observations on the provisional accounts of the union institutions other than the commission, and of each of the bodies referred to in article 241, and, by 15 june, make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
accounting information,used by,accounting officer,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officers of the union institutions other than the commission and of the bodies referred to in article 241 shall, by 15 june, send the required accounting information to the accounting officer of the commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. the union institutions other than the commission, and each of the bodies referred to in article 241, shall, by 1 july, send the union institutions other than the commission, and each of the bodies referred to in article 241 final accounts to the european parliament, to the council, to the court of auditors and to the accounting officer of the commission.","the accounting officers of the union institutions other than the commission and of the bodies referred to in article 241 shall, by 15 june, send the required accounting information to the accounting officer of the commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
accounting officer,field of this occupation,accounting information,TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts,"the accounting officers of the union institutions other than the commission and of the bodies referred to in article 241 shall, by 15 june, send the required accounting information to the accounting officer of the commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. the union institutions other than the commission, and each of the bodies referred to in article 241, shall, by 1 july, send the union institutions other than the commission, and each of the bodies referred to in article 241 final accounts to the european parliament, to the council, to the court of auditors and to the accounting officer of the commission.","the accounting officers of the union institutions other than the commission and of the bodies referred to in article 241 shall, by 15 june, send the required accounting information to the accounting officer of the commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts","The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
