Head,Relation,Tail,Title,Article,Paragraph_Coreferenced,Sentence_Coreferenced,Article_Content
expenditure,has part,revenue,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 21  Assigned revenue,"a basic act may assign the revenue for which a basic act provides to specific items of expenditure. unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue.   l 193/37  6).",a basic act may assign the revenue for which a basic act provides to specific items of expenditure,"External assigned revenue and internal assigned revenue shall be used to finance specific items of expenditure. The following shall constitute external assigned revenue: (a) specific additional financial contributions from Member States to the following types of actions and programmes: (i) certain supplementary research and technological development programmes; (ii) certain external aid actions or programmes financed by the Union and managed by the Commission; (b) appropriations relating to the revenue generated by the Research Fund for Coal and Steel established by Protocol No 37 on the financial consequences of the expiry of the ECSC Treaty and on the Research Fund for Coal and Steel, annexed to the TEU and to the TFEU. (c) the interest on deposits and the fines provided for in Council Regulation (EC) No 1467/97 ( 1 ); (d) revenue earmarked for a specific purpose, such as income from foundations, subsidies, gifts and bequests, including the earmarked revenue specific to each Union institution; (e) financial contributions to Union activities from third countries or from bodies other than those set up under the TFEU or the Euratom Treaty; (f) internal assigned revenue referred to in paragraph 3, to the extent that it is ancillary to external assigned revenue referred to in this paragraph; (g) revenue from the activities of a competitive nature conducted by the Joint Research Centre (JRC) which consist of any of the following: (i) grant and procurement procedures in which the JRC participates; (ii) activities of the JRC on behalf of third parties; (iii) activities undertaken under an administrative agreement with other Union institutions or other Commission departments, in accordance with Article 59, for the provision of technical-scientific services. The following shall constitute internal assigned revenue: (a) revenue from third parties in respect of goods, services or work supplied at their request; (b) revenue arising from the repayment, in accordance with Article 101, of amounts wrongly paid; (c) proceeds from the supply of goods, services and works to other departments within an Union institution, or to other Union institutions or bodies, including refunds by other Union institutions or bodies of mission allowances paid on their behalf; (d) insurance payments received; (e) revenue from lettings and from the sale of buildings and land; (f) repayments to financial instruments or budgetary guarantees pursuant to the second subparagraph of Article 209(3); (g) revenue arising from subsequent reimbursement of taxes pursuant to point (b) of the first subparagraph of Article 27(3). Assigned revenue shall be carried over and transferred in accordance with points (b) and (c) of Article 12(4) and with Article 32. A basic act may assign the revenue for which it provides to specific items of expenditure. Unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue.  L 193/37 6). The budget shall include lines to accommodate external assigned revenue and internal assigned revenue and shall, wherever possible, indicate the amount."
revenue,subclass of,expenditure,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 21  Assigned revenue,"a basic act may assign the revenue for which a basic act provides to specific items of expenditure. unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue.   l 193/37  6).",a basic act may assign the revenue for which a basic act provides to specific items of expenditure,"External assigned revenue and internal assigned revenue shall be used to finance specific items of expenditure. The following shall constitute external assigned revenue: (a) specific additional financial contributions from Member States to the following types of actions and programmes: (i) certain supplementary research and technological development programmes; (ii) certain external aid actions or programmes financed by the Union and managed by the Commission; (b) appropriations relating to the revenue generated by the Research Fund for Coal and Steel established by Protocol No 37 on the financial consequences of the expiry of the ECSC Treaty and on the Research Fund for Coal and Steel, annexed to the TEU and to the TFEU. (c) the interest on deposits and the fines provided for in Council Regulation (EC) No 1467/97 ( 1 ); (d) revenue earmarked for a specific purpose, such as income from foundations, subsidies, gifts and bequests, including the earmarked revenue specific to each Union institution; (e) financial contributions to Union activities from third countries or from bodies other than those set up under the TFEU or the Euratom Treaty; (f) internal assigned revenue referred to in paragraph 3, to the extent that it is ancillary to external assigned revenue referred to in this paragraph; (g) revenue from the activities of a competitive nature conducted by the Joint Research Centre (JRC) which consist of any of the following: (i) grant and procurement procedures in which the JRC participates; (ii) activities of the JRC on behalf of third parties; (iii) activities undertaken under an administrative agreement with other Union institutions or other Commission departments, in accordance with Article 59, for the provision of technical-scientific services. The following shall constitute internal assigned revenue: (a) revenue from third parties in respect of goods, services or work supplied at their request; (b) revenue arising from the repayment, in accordance with Article 101, of amounts wrongly paid; (c) proceeds from the supply of goods, services and works to other departments within an Union institution, or to other Union institutions or bodies, including refunds by other Union institutions or bodies of mission allowances paid on their behalf; (d) insurance payments received; (e) revenue from lettings and from the sale of buildings and land; (f) repayments to financial instruments or budgetary guarantees pursuant to the second subparagraph of Article 209(3); (g) revenue arising from subsequent reimbursement of taxes pursuant to point (b) of the first subparagraph of Article 27(3). Assigned revenue shall be carried over and transferred in accordance with points (b) and (c) of Article 12(4) and with Article 32. A basic act may assign the revenue for which it provides to specific items of expenditure. Unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue.  L 193/37 6). The budget shall include lines to accommodate external assigned revenue and internal assigned revenue and shall, wherever possible, indicate the amount."
internal assign revenue,subclass of,revenue,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 21  Assigned revenue,"a basic act may assign the revenue for which a basic act provides to specific items of expenditure. unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue.   l 193/37  6).","unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue","External assigned revenue and internal assigned revenue shall be used to finance specific items of expenditure. The following shall constitute external assigned revenue: (a) specific additional financial contributions from Member States to the following types of actions and programmes: (i) certain supplementary research and technological development programmes; (ii) certain external aid actions or programmes financed by the Union and managed by the Commission; (b) appropriations relating to the revenue generated by the Research Fund for Coal and Steel established by Protocol No 37 on the financial consequences of the expiry of the ECSC Treaty and on the Research Fund for Coal and Steel, annexed to the TEU and to the TFEU. (c) the interest on deposits and the fines provided for in Council Regulation (EC) No 1467/97 ( 1 ); (d) revenue earmarked for a specific purpose, such as income from foundations, subsidies, gifts and bequests, including the earmarked revenue specific to each Union institution; (e) financial contributions to Union activities from third countries or from bodies other than those set up under the TFEU or the Euratom Treaty; (f) internal assigned revenue referred to in paragraph 3, to the extent that it is ancillary to external assigned revenue referred to in this paragraph; (g) revenue from the activities of a competitive nature conducted by the Joint Research Centre (JRC) which consist of any of the following: (i) grant and procurement procedures in which the JRC participates; (ii) activities of the JRC on behalf of third parties; (iii) activities undertaken under an administrative agreement with other Union institutions or other Commission departments, in accordance with Article 59, for the provision of technical-scientific services. The following shall constitute internal assigned revenue: (a) revenue from third parties in respect of goods, services or work supplied at their request; (b) revenue arising from the repayment, in accordance with Article 101, of amounts wrongly paid; (c) proceeds from the supply of goods, services and works to other departments within an Union institution, or to other Union institutions or bodies, including refunds by other Union institutions or bodies of mission allowances paid on their behalf; (d) insurance payments received; (e) revenue from lettings and from the sale of buildings and land; (f) repayments to financial instruments or budgetary guarantees pursuant to the second subparagraph of Article 209(3); (g) revenue arising from subsequent reimbursement of taxes pursuant to point (b) of the first subparagraph of Article 27(3). Assigned revenue shall be carried over and transferred in accordance with points (b) and (c) of Article 12(4) and with Article 32. A basic act may assign the revenue for which it provides to specific items of expenditure. Unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue.  L 193/37 6). The budget shall include lines to accommodate external assigned revenue and internal assigned revenue and shall, wherever possible, indicate the amount."
revenue,part of,basic act,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 21  Assigned revenue,"a basic act may assign the revenue for which a basic act provides to specific items of expenditure. unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue.   l 193/37  6).","unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue","External assigned revenue and internal assigned revenue shall be used to finance specific items of expenditure. The following shall constitute external assigned revenue: (a) specific additional financial contributions from Member States to the following types of actions and programmes: (i) certain supplementary research and technological development programmes; (ii) certain external aid actions or programmes financed by the Union and managed by the Commission; (b) appropriations relating to the revenue generated by the Research Fund for Coal and Steel established by Protocol No 37 on the financial consequences of the expiry of the ECSC Treaty and on the Research Fund for Coal and Steel, annexed to the TEU and to the TFEU. (c) the interest on deposits and the fines provided for in Council Regulation (EC) No 1467/97 ( 1 ); (d) revenue earmarked for a specific purpose, such as income from foundations, subsidies, gifts and bequests, including the earmarked revenue specific to each Union institution; (e) financial contributions to Union activities from third countries or from bodies other than those set up under the TFEU or the Euratom Treaty; (f) internal assigned revenue referred to in paragraph 3, to the extent that it is ancillary to external assigned revenue referred to in this paragraph; (g) revenue from the activities of a competitive nature conducted by the Joint Research Centre (JRC) which consist of any of the following: (i) grant and procurement procedures in which the JRC participates; (ii) activities of the JRC on behalf of third parties; (iii) activities undertaken under an administrative agreement with other Union institutions or other Commission departments, in accordance with Article 59, for the provision of technical-scientific services. The following shall constitute internal assigned revenue: (a) revenue from third parties in respect of goods, services or work supplied at their request; (b) revenue arising from the repayment, in accordance with Article 101, of amounts wrongly paid; (c) proceeds from the supply of goods, services and works to other departments within an Union institution, or to other Union institutions or bodies, including refunds by other Union institutions or bodies of mission allowances paid on their behalf; (d) insurance payments received; (e) revenue from lettings and from the sale of buildings and land; (f) repayments to financial instruments or budgetary guarantees pursuant to the second subparagraph of Article 209(3); (g) revenue arising from subsequent reimbursement of taxes pursuant to point (b) of the first subparagraph of Article 27(3). Assigned revenue shall be carried over and transferred in accordance with points (b) and (c) of Article 12(4) and with Article 32. A basic act may assign the revenue for which it provides to specific items of expenditure. Unless otherwise specified in the basic act, such revenue shall constitute internal assigned revenue.  L 193/37 6). The budget shall include lines to accommodate external assigned revenue and internal assigned revenue and shall, wherever possible, indicate the amount."
appropriation,part of,budget line,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"without prejudice to point (c) of the first subparagraph of paragraph 2 of this article and to article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. in the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in general remarks.","without prejudice to point (c) of the first subparagraph of paragraph 2 of this article and to article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available","Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
statement revenue,followed by,statement expenditure,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"without prejudice to point (c) of the first subparagraph of paragraph 2 of this article and to article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. in the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in general remarks.","without prejudice to point (c) of the first subparagraph of paragraph 2 of this article and to article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available","Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
pro memoria,subclass of,token entry,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"without prejudice to point (c) of the first subparagraph of paragraph 2 of this article and to article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. in the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in general remarks.","in the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in general remarks","Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
token entry,subclass of,memoria,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"without prejudice to point (c) of the first subparagraph of paragraph 2 of this article and to article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. in the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in general remarks.","in the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in general remarks","Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
memoria,subclass of,token entry,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"without prejudice to point (c) of the first subparagraph of paragraph 2 of this article and to article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. in the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in general remarks.","in the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in general remarks","Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
payment appropriation,subclass of,appropriation,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"the appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the union institution, save in any of the following cases: (a) in the case referred to in point (a) of the first subparagraph provided for in point (a) of article 21(2) for financial contributions from member states and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the member state; (b) in the cases provided for in point (b) of article 21(2) and in points (i) and (iii) of article 21(2)(g), commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case referred to in point (a) of the first subparagraph provided for in point (c) of article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with article 20.","the appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the union institution, save in any of the following cases: (a) in the case referred to in point (a) of the first subparagraph provided for in point (a) of article 21(2) for financial contributions from member states and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the member state; (b) in the cases provided for in point (b) of article 21(2) and in points (i) and (iii) of article 21(2)(g), commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case referred to in point (a) of the first subparagraph provided for in point (c) of article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations","Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
subparagraph,part of,article 20,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,"the appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the union institution, save in any of the following cases: (a) in the case referred to in point (a) of the first subparagraph provided for in point (a) of article 21(2) for financial contributions from member states and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the member state; (b) in the cases provided for in point (b) of article 21(2) and in points (i) and (iii) of article 21(2)(g), commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case referred to in point (a) of the first subparagraph provided for in point (c) of article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with article 20.",appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with article 20,"Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
accounting officer,field of this occupation,registration,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,the estimates of amounts receivable referred to in points (b) and (g) of article 21(2) shall be sent to the accounting officer for registration.,the estimates of amounts receivable referred to in points (b) and (g) of article 21(2) shall be sent to the accounting officer for registration,"Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
receivable,studied by,accounting officer,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations,the estimates of amounts receivable referred to in points (b) and (g) of article 21(2) shall be sent to the accounting officer for registration.,the estimates of amounts receivable referred to in points (b) and (g) of article 21(2) shall be sent to the accounting officer for registration,"Without prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the structure to accommodate assigned revenue in the budget shall comprise: (a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; (b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the appropriations corresponding to the assigned revenue which are made available. In the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated revenue shall be shown for information in the remarks. The appropriations corresponding to assigned revenue shall be made available automatically, both as commitment appropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any of the following cases: (a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the contribution agreement is expressed in euro, commitment appropriations may be made available upon signature of the contribution agreement by the Member State; (b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment appropriations shall be made available as soon as the amount receivable has been estimated; (c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give rise to the provision, in the statement of expenditure, of commitment and payment appropriations. Appropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance with Article 20. The estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting officer for registration."
eu euratom,instance of,regulation,TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 23  Contributions from Member States to research programmes,"the contributions from member states to the financing of certain supplementary research programmes, provided for in article 5 of regulation (eu, euratom) no 609/2014, shall be paid as follows: (a) seven twelfths of the sum entered in the budget shall be paid by 31 january of the current financial year; (b) the remaining five twelfths shall be paid by 15 july of the current financial year.","the contributions from member states to the financing of certain supplementary research programmes, provided for in article 5 of regulation (eu, euratom) no 609/2014, shall be paid as follows: (a) seven twelfths of the sum entered in the budget shall be paid by 31 january of the current financial year; (b) the remaining five twelfths shall be paid by 15 july of the current financial year","The contributions from Member States to the financing of certain supplementary research programmes, provided for in Article 5 of Regulation (EU, Euratom) No 609/2014, shall be paid as follows: (a) seven twelfths of the sum entered in the budget shall be paid by 31 January of the current financial year; (b) the remaining five twelfths shall be paid by 15 July of the current financial year. Where the budget has not been definitively adopted before the start of a financial year, the contributions provided for in paragraph 1 shall be based on the sum entered in the budget for the preceding financial year. Any contribution or additional payment owed by Member States to the budget shall be entered in the Commission’s account or accounts within thirty calendar days of the call for funds. Payments made shall be entered in the account provided for in Regulation (EU, Euratom) No 609/2014 and shall be subject to the conditions laid down by that Regulation."
